layer,neuron,change_score
31,4302,0.7153488993644714
31,9680,0.7151567935943604
31,12009,0.7151524424552917
31,11480,0.7150676250457764
30,4189,0.7147297859191895
31,12850,0.7146362066268921
30,11268,0.7146338820457458
31,295,0.7146213054656982
31,48,0.7145903706550598
29,1823,0.7140081524848938
31,12168,0.7139706611633301
31,6760,0.7136830687522888
30,2401,0.7136123776435852
31,7078,0.7135708332061768
31,8298,0.7134730219841003
31,3988,0.7134618163108826
30,13696,0.7129036784172058
31,7605,0.712797999382019
30,3331,0.7125559449195862
30,9324,0.7125353217124939
31,5814,0.7124391794204712
30,12522,0.7123972177505493
31,8567,0.7122417092323303
30,9439,0.7120983004570007
31,151,0.7120743989944458
31,12851,0.7117063999176025
31,5655,0.7116861939430237
30,6199,0.7114686369895935
31,8307,0.7113397717475891
31,660,0.7111911773681641
31,4257,0.7107466459274292
31,9252,0.7104806303977966
31,1202,0.7103829979896545
31,4862,0.7102271318435669
31,2008,0.7098199725151062
31,12922,0.7097997069358826
29,11740,0.7093783617019653
30,4334,0.7091778516769409
31,8004,0.7089036107063293
31,3869,0.7086332440376282
31,13416,0.7083449959754944
31,9454,0.7082874774932861
31,6401,0.7080234289169312
31,12270,0.7078979015350342
30,12702,0.7077889442443848
31,3400,0.7070648670196533
31,10830,0.7070164680480957
30,950,0.7069694399833679
30,5718,0.7057297229766846
31,13324,0.7056366205215454
30,9598,0.7052541971206665
31,10408,0.7052327394485474
31,5624,0.7051636576652527
30,13667,0.7049731612205505
30,6954,0.7046085000038147
29,11650,0.7040888071060181
30,13570,0.704059362411499
31,3876,0.7038116455078125
31,3256,0.703801155090332
30,8539,0.7034972310066223
10,3204,0.7029673457145691
31,11325,0.7029628157615662
30,2074,0.7029384970664978
31,12266,0.7028555274009705
30,7624,0.7025973200798035
31,8780,0.7023393511772156
31,8580,0.7021698951721191
31,9208,0.70174241065979
29,12104,0.701724112033844
31,6839,0.701579749584198
31,711,0.7015182375907898
31,12508,0.7009402513504028
30,2459,0.7005845904350281
31,12220,0.7001509070396423
31,13569,0.6999046802520752
31,2335,0.6994617581367493
30,11138,0.6990781426429749
30,10682,0.6989850997924805
31,12768,0.6989023685455322
31,5427,0.6988512277603149
30,5726,0.6985077857971191
30,7744,0.6984975337982178
8,12301,0.6984870433807373
30,10260,0.6981397271156311
31,6278,0.6980959177017212
31,12659,0.6978083848953247
31,6464,0.6976847052574158
30,6194,0.6975929141044617
31,5115,0.6972209811210632
31,13129,0.6970231533050537
31,5061,0.6969818472862244
29,1596,0.6966050267219543
29,12117,0.6961978077888489
31,3551,0.6958690881729126
31,1663,0.6958380341529846
29,12691,0.6958053112030029
31,6510,0.6956295371055603
31,5159,0.6955364942550659
31,14118,0.6954396963119507
31,5245,0.6952908039093018
29,3412,0.6950740814208984
31,14057,0.6947066187858582
30,6168,0.694572925567627
31,4173,0.6945584416389465
31,6023,0.6941800117492676
31,7375,0.6940204501152039
31,8401,0.6940057873725891
31,1320,0.6938638687133789
31,13466,0.6938091516494751
31,5698,0.6936479210853577
31,9050,0.693618893623352
31,4399,0.6935851573944092
29,9129,0.6935248374938965
30,2412,0.6931048631668091
31,11481,0.6928728818893433
30,10365,0.692172110080719
31,10506,0.6918924450874329
29,12755,0.6918716430664062
31,11235,0.6916707754135132
30,3033,0.691653847694397
31,11361,0.691382110118866
31,12021,0.6909744143486023
31,8698,0.690885066986084
30,5794,0.6908727288246155
31,13534,0.6908255815505981
31,2513,0.6906063556671143
30,14146,0.6901296377182007
31,14031,0.6900246143341064
31,11435,0.6899653077125549
31,4665,0.6895405054092407
30,4836,0.6891410946846008
31,5000,0.6891399025917053
31,2596,0.6890650987625122
31,12361,0.6888918280601501
30,5336,0.6888590455055237
30,9317,0.6887139081954956
30,13471,0.6880764365196228
31,12425,0.6879760026931763
31,4780,0.6879622936248779
31,6159,0.6878568530082703
31,10323,0.6876833438873291
30,2367,0.6876195669174194
31,4354,0.6875807046890259
31,13835,0.6875166296958923
31,7844,0.6871628761291504
30,13869,0.6870166063308716
31,6549,0.6869055032730103
29,7509,0.6868632435798645
31,600,0.686857283115387
29,11772,0.6867149472236633
30,12083,0.6865354180335999
30,305,0.6864494681358337
31,7079,0.6862866878509521
31,10006,0.6862736344337463
30,12484,0.6859687566757202
31,8446,0.6858043074607849
31,10402,0.685286819934845
31,1755,0.6849673986434937
31,882,0.684878945350647
31,1057,0.6847463250160217
31,4157,0.6847179532051086
29,6168,0.6844796538352966
31,5093,0.6842494010925293
31,3967,0.6840858459472656
31,219,0.6840758323669434
29,10987,0.6840188503265381
31,13973,0.6840043067932129
31,3183,0.683868408203125
31,5632,0.6836936473846436
31,12248,0.6836273670196533
31,4136,0.683497965335846
31,13392,0.683222770690918
29,9221,0.6831254363059998
30,9115,0.6829598546028137
29,4831,0.6829078197479248
31,10989,0.6827574968338013
31,3873,0.6823585629463196
31,2971,0.682127833366394
31,12582,0.6814410090446472
31,10929,0.6813846230506897
31,4844,0.6811867952346802
31,2630,0.6807938814163208
31,3222,0.6805719137191772
30,6582,0.6805404424667358
31,13493,0.6805195808410645
13,4375,0.6802942156791687
27,10816,0.6801952719688416
31,786,0.680173933506012
31,6130,0.6799837946891785
30,13104,0.679862380027771
31,1227,0.6798348426818848
31,9261,0.6798049807548523
31,1240,0.6793684363365173
29,6914,0.6792989373207092
31,8663,0.6791672110557556
31,6837,0.6791543960571289
31,7783,0.679105281829834
31,8272,0.6791020631790161
31,13519,0.6789275407791138
31,10801,0.6784242987632751
30,3557,0.6781535148620605
31,2951,0.6780757308006287
30,6242,0.6780312061309814
31,8458,0.678019106388092
31,6403,0.6777378916740417
27,8896,0.6777291297912598
31,7706,0.6776559352874756
31,11200,0.6775628924369812
29,4663,0.6775482296943665
30,3152,0.6775141954421997
31,11218,0.6773648262023926
31,5804,0.6773507595062256
30,7908,0.6773161888122559
31,9919,0.6769671440124512
29,13822,0.676862895488739
31,6384,0.6766172647476196
30,9965,0.6765701174736023
31,7964,0.6761296987533569
31,8461,0.6760966777801514
29,10788,0.6759158372879028
31,8881,0.675633430480957
31,12548,0.67554771900177
31,9494,0.675365686416626
30,3843,0.6751745939254761
31,5403,0.6751519441604614
30,12144,0.6748912334442139
30,6312,0.6748848557472229
31,13675,0.67473304271698
31,7508,0.6746488809585571
29,1566,0.6746360063552856
29,12632,0.6742607355117798
31,14063,0.674233615398407
29,3843,0.6739377975463867
31,11965,0.6738486289978027
31,1091,0.6736656427383423
30,9143,0.6734927892684937
31,9858,0.6732262372970581
31,185,0.6729178428649902
31,10202,0.6726564168930054
31,3849,0.6725798845291138
31,1728,0.6723474264144897
31,12091,0.6717565655708313
30,10586,0.6713525652885437
29,4566,0.6712549924850464
31,12857,0.6710595488548279
31,1533,0.6710019111633301
29,3716,0.6709619164466858
31,1967,0.6708517074584961
31,13530,0.6707890629768372
31,13250,0.6703275442123413
31,4523,0.6702789068222046
31,3355,0.6700800061225891
30,9151,0.6699333786964417
29,10202,0.6698825359344482
30,1124,0.6697912812232971
31,7476,0.6697731018066406
31,5900,0.669684648513794
31,6420,0.6696598529815674
31,7148,0.6695525050163269
31,14198,0.6688703894615173
31,9440,0.668851375579834
30,6904,0.6688335537910461
31,3317,0.6687899231910706
29,10112,0.6686580777168274
31,5243,0.6683748960494995
31,1330,0.6683239340782166
31,13585,0.6680763363838196
29,1251,0.6680005788803101
31,5294,0.6679885983467102
30,1974,0.6678599119186401
31,1087,0.6677495837211609
30,6666,0.6676000952720642
31,9144,0.6675570011138916
30,239,0.6672998666763306
31,699,0.6671395301818848
31,2986,0.6668239235877991
31,8899,0.6666707396507263
31,9636,0.6666585803031921
31,5932,0.6665074825286865
28,9082,0.666341245174408
31,4918,0.6661586761474609
30,5073,0.666080117225647
31,7254,0.6660467982292175
31,13721,0.6658571362495422
30,11538,0.6657357215881348
31,10746,0.6652382612228394
31,2551,0.6652013659477234
30,8385,0.6649847030639648
30,5954,0.6649721264839172
31,13872,0.6647741794586182
31,2347,0.6645581126213074
31,11047,0.6645557880401611
30,2324,0.664389431476593
30,2683,0.6641604900360107
31,13277,0.6638374328613281
31,10531,0.6637423634529114
30,3802,0.6637202501296997
31,2163,0.663675844669342
31,6407,0.6634922623634338
31,3713,0.663192868232727
30,2252,0.6628831028938293
27,2106,0.6623914837837219
31,1385,0.6623879075050354
31,13619,0.6619101166725159
30,3727,0.6618107557296753
31,13228,0.6616747975349426
31,10285,0.6616622805595398
30,520,0.661473274230957
31,896,0.6611985564231873
30,41,0.6611668467521667
31,11378,0.6610564589500427
31,6015,0.6609704494476318
30,2593,0.660646378993988
30,11620,0.6606079936027527
31,6389,0.6605513095855713
31,4883,0.660347580909729
30,3681,0.6603336334228516
31,6060,0.6602407693862915
31,11029,0.6601788997650146
31,11952,0.6599873900413513
25,5781,0.659955620765686
31,7362,0.6593659520149231
29,9222,0.6593448519706726
31,7161,0.65895676612854
30,2519,0.6587135195732117
31,12888,0.6586297750473022
30,10941,0.6585744023323059
31,3224,0.6585251092910767
31,7725,0.6584331393241882
31,8726,0.6580544710159302
31,7485,0.6580074429512024
31,8968,0.6578875780105591
31,6721,0.6575118899345398
30,13018,0.6573177576065063
30,3077,0.657040536403656
31,4298,0.6570258140563965
30,14169,0.6567867994308472
30,12523,0.6567513942718506
31,7264,0.6564879417419434
31,1564,0.6563406586647034
31,4720,0.6559423804283142
30,12202,0.6552181839942932
14,12639,0.6552085876464844
31,2217,0.6547143459320068
31,167,0.654335081577301
30,11660,0.6541887521743774
30,4251,0.6541878581047058
31,6676,0.6538251042366028
31,13247,0.6537012457847595
30,6819,0.6536300778388977
31,4326,0.6535378098487854
31,608,0.6534465551376343
31,6656,0.6532610058784485
31,10630,0.6531774997711182
29,6987,0.653175950050354
30,1839,0.6531650424003601
31,7012,0.6529077887535095
31,449,0.652855396270752
29,2239,0.6523401141166687
31,6548,0.6520043015480042
30,7295,0.6518492698669434
31,4353,0.6518102288246155
31,5971,0.6517069935798645
31,2930,0.6516905426979065
31,7334,0.651405394077301
31,7683,0.6512790322303772
30,5872,0.651197075843811
28,6107,0.6508822441101074
30,3366,0.6507261395454407
31,8834,0.6506828665733337
31,11693,0.6502678394317627
31,8120,0.6499254107475281
31,6872,0.6498154997825623
30,3260,0.6495300531387329
31,10590,0.6494196057319641
31,1309,0.6493722200393677
31,11437,0.6492303013801575
31,11699,0.6491429805755615
31,12949,0.6487202644348145
31,10466,0.6484559774398804
31,5876,0.6483328938484192
31,3955,0.6480628848075867
31,9834,0.6480535864830017
31,6018,0.6479275226593018
30,1244,0.6479001641273499
31,7862,0.6477749347686768
30,14187,0.6475173234939575
31,9559,0.6471554040908813
31,7960,0.6469107270240784
31,1917,0.6466277241706848
30,12284,0.6465573906898499
31,10284,0.6465180516242981
31,3368,0.6463574767112732
30,4345,0.6463494300842285
31,844,0.6462503671646118
29,13799,0.6460863351821899
27,6226,0.6460399627685547
31,7793,0.6459985375404358
31,11251,0.6458891034126282
31,12342,0.6458191871643066
30,838,0.6455604434013367
30,10772,0.6453483700752258
31,12344,0.6452850103378296
30,5359,0.64473956823349
31,8930,0.6447181105613708
29,4740,0.6446804404258728
31,13178,0.6446757912635803
31,8824,0.6444244384765625
29,12784,0.6443261504173279
31,13279,0.6443215012550354
30,3683,0.6441915035247803
30,3307,0.643902599811554
31,8609,0.6438879370689392
31,5799,0.6438255310058594
30,2243,0.6437679529190063
31,7213,0.6435199975967407
31,3878,0.6433298587799072
31,3687,0.6432336568832397
30,9950,0.6432328224182129
31,12200,0.6430208683013916
31,12903,0.6430075168609619
31,2055,0.642983078956604
31,3882,0.6429314613342285
29,3979,0.6423422694206238
31,10300,0.6421324610710144
31,1780,0.6420994997024536
30,7204,0.6420758962631226
31,11209,0.6419878602027893
31,9387,0.6415955424308777
31,6411,0.6415344476699829
16,11875,0.6414317488670349
31,13478,0.6413541436195374
31,3646,0.6408718824386597
31,3289,0.6408201456069946
31,8279,0.6408135890960693
31,3962,0.640712320804596
29,7647,0.6404774785041809
29,11909,0.6402191519737244
28,5595,0.6400945782661438
31,9028,0.6399726271629333
30,10001,0.6397806406021118
30,1703,0.6396932005882263
31,11599,0.6396549344062805
31,13201,0.6395038962364197
30,6763,0.639165461063385
31,13515,0.6391569375991821
31,7195,0.6390694975852966
31,6776,0.639062225818634
28,13650,0.6389145255088806
30,10386,0.638338565826416
31,10220,0.6376050710678101
31,9016,0.6373859643936157
31,10639,0.6373423337936401
29,6732,0.6370532512664795
30,12524,0.6369840502738953
31,127,0.6369080543518066
30,9832,0.6367325782775879
31,11347,0.6365635991096497
31,8464,0.6365346908569336
31,7866,0.6364971399307251
31,9735,0.6360841393470764
31,1807,0.6359738707542419
31,7778,0.6356137990951538
30,931,0.6353589296340942
31,155,0.6353524327278137
31,9691,0.6353119015693665
30,9834,0.6352961659431458
31,4598,0.6351702213287354
31,13479,0.6350981593132019
31,10453,0.6346524357795715
30,9841,0.6346250176429749
30,8793,0.6344879865646362
30,62,0.6344484686851501
29,2422,0.6341180205345154
30,11952,0.6339817643165588
29,3411,0.6339775919914246
31,8544,0.6339386701583862
31,10870,0.6339329481124878
31,11216,0.6338537335395813
31,12365,0.6336624622344971
30,8853,0.633318305015564
31,6775,0.6331257224082947
31,13366,0.6329459547996521
30,9065,0.6325045228004456
31,8857,0.6320925951004028
30,8634,0.6319983601570129
31,10242,0.6319906115531921
31,624,0.6318049430847168
29,11997,0.6317148804664612
31,6914,0.631568968296051
31,10904,0.6315394043922424
31,12881,0.6313211917877197
31,9528,0.6311182379722595
31,9864,0.6310678720474243
31,6294,0.6310185790061951
30,4569,0.6309460401535034
31,10914,0.6309202313423157
31,6609,0.6306470036506653
30,4260,0.6306023001670837
31,6555,0.6305253505706787
31,7568,0.6305064558982849
31,434,0.6304578185081482
30,9276,0.6303126215934753
31,4193,0.6300860047340393
31,7974,0.6300429105758667
31,8431,0.6300152540206909
31,12352,0.6295189261436462
31,10040,0.6294119358062744
31,6489,0.6289600729942322
31,6678,0.6289241909980774
30,4028,0.628897488117218
30,6948,0.6287094354629517
31,7967,0.6286265850067139
30,10006,0.628244936466217
31,11675,0.6280056834220886
31,12676,0.627934992313385
31,13487,0.6276790499687195
31,1143,0.6276713013648987
31,3109,0.6275039315223694
31,1991,0.6274752020835876
28,7811,0.6274554133415222
31,6586,0.6273599863052368
30,11813,0.6273438334465027
30,9725,0.6272726655006409
31,4945,0.6266945600509644
29,12770,0.6266278624534607
31,13692,0.6265366077423096
30,11304,0.6263648271560669
31,12709,0.6263452768325806
31,1206,0.6263014674186707
31,6603,0.6260368824005127
31,13825,0.6255536079406738
31,9061,0.6255106925964355
31,12417,0.6255062222480774
31,4697,0.6254943609237671
30,7687,0.6254798769950867
31,7360,0.6253350973129272
31,3929,0.6251819133758545
31,5688,0.6250826120376587
30,9504,0.6249374747276306
31,731,0.6248318552970886
31,1483,0.6247988939285278
31,11765,0.6247870326042175
30,3680,0.6246080994606018
30,6396,0.6244316697120667
31,3880,0.62419593334198
30,8075,0.6240637898445129
30,2530,0.6239856481552124
29,1355,0.6237569451332092
30,2795,0.6236771941184998
30,12154,0.6236210465431213
31,9672,0.623595654964447
30,9602,0.6235335469245911
30,4195,0.6229532957077026
31,4426,0.6227513551712036
31,7827,0.6225568056106567
29,10894,0.6223016381263733
31,7721,0.622178852558136
30,6992,0.622045636177063
31,3027,0.6220150589942932
31,11386,0.6219838261604309
31,10278,0.6218163371086121
31,4911,0.6216633915901184
31,1987,0.6216415166854858
30,13765,0.6216309666633606
30,9887,0.6213675141334534
29,3783,0.62117999792099
31,12708,0.6211758852005005
30,1438,0.6211109161376953
30,4240,0.6209617257118225
29,10666,0.6205479502677917
31,7426,0.6205188035964966
31,3689,0.6204946041107178
31,8051,0.6204758882522583
31,2968,0.6201387047767639
30,3394,0.6200335621833801
30,7747,0.6194190979003906
31,589,0.6193691492080688
31,3732,0.6193205118179321
29,1646,0.6191163659095764
31,12883,0.6189687252044678
30,11294,0.6188511848449707
30,9989,0.6186937093734741
31,1360,0.6186827421188354
31,4654,0.6186324954032898
31,10114,0.6183649897575378
31,8618,0.6182965040206909
31,4639,0.6181513071060181
31,7474,0.6177835464477539
31,4888,0.6173647046089172
21,4626,0.6173365116119385
31,1200,0.6170487999916077
30,9453,0.6170071363449097
31,12297,0.6167311072349548
31,2856,0.6166041493415833
31,11221,0.6164994835853577
31,455,0.6162875294685364
31,9589,0.6161972880363464
31,3830,0.6161119341850281
31,2919,0.6158926486968994
30,13442,0.6158702969551086
31,9116,0.6158004403114319
31,7877,0.6156185865402222
31,2029,0.6156014800071716
31,6993,0.6154465079307556
31,14018,0.6154099106788635
31,1922,0.6150015592575073
31,13724,0.6149964332580566
31,5355,0.6148777008056641
31,9765,0.6148446798324585
31,5596,0.6147663593292236
31,2149,0.614567220211029
31,12039,0.6145588159561157
30,1935,0.6145079731941223
31,13448,0.6143810153007507
31,2212,0.6142061948776245
29,11270,0.6141425967216492
31,14287,0.6138920783996582
30,13890,0.6137491464614868
31,13808,0.6137101054191589
30,14028,0.6135590076446533
31,6491,0.6134946346282959
30,3175,0.613324761390686
31,7533,0.6130356192588806
26,2407,0.6129807233810425
29,2167,0.6129497289657593
31,7597,0.612587034702301
16,10292,0.6125308275222778
31,7888,0.6125230193138123
31,2944,0.612522542476654
30,3623,0.6124557256698608
30,9670,0.6121654510498047
31,3146,0.6120323538780212
31,13812,0.6116635799407959
31,4147,0.6112291216850281
31,8209,0.6112204194068909
31,8219,0.6108778715133667
31,9573,0.6104472279548645
30,8225,0.6102012395858765
31,3114,0.6100710034370422
31,12527,0.6100659966468811
31,2661,0.6097978949546814
31,14211,0.6095701456069946
31,9744,0.6092106699943542
30,960,0.6088535189628601
31,10294,0.6088398098945618
31,8745,0.6082710027694702
31,7814,0.608040452003479
30,292,0.607803225517273
31,12196,0.6073646545410156
31,10275,0.6073583364486694
31,6907,0.6072724461555481
31,6437,0.6070569157600403
31,777,0.6068843603134155
31,11341,0.6068813800811768
30,8013,0.6067546010017395
31,7004,0.6067377328872681
31,10996,0.6067078113555908
31,17,0.6064368486404419
31,1085,0.6062215566635132
30,5912,0.6060512661933899
30,9811,0.6059172749519348
29,6227,0.6058182120323181
31,11579,0.6057954430580139
31,1594,0.6057516932487488
30,7676,0.6055203676223755
31,8257,0.6053408980369568
31,186,0.6053318381309509
31,12531,0.6047788262367249
31,7192,0.6045828461647034
31,6080,0.6045217514038086
31,4642,0.6042582392692566
28,11293,0.6041417717933655
31,9916,0.6040568947792053
29,11961,0.603842556476593
31,3446,0.6038007140159607
29,9523,0.6036409735679626
31,8948,0.6035749912261963
31,12256,0.6034060120582581
31,1041,0.6030955910682678
30,7080,0.6030635833740234
31,12783,0.6029982566833496
31,2665,0.6029154062271118
30,13908,0.6025756597518921
29,7003,0.6024120450019836
29,10803,0.6018307209014893
30,5435,0.6015801429748535
29,7574,0.60154789686203
31,10313,0.6015047430992126
31,2946,0.6014322638511658
31,2912,0.6013977527618408
31,1084,0.6012610793113708
31,3163,0.6011940240859985
31,6330,0.6010849475860596
31,1201,0.6010847091674805
31,5940,0.6010356545448303
31,1115,0.6010156273841858
31,4328,0.6009482145309448
30,1570,0.6008687615394592
29,12012,0.6008159518241882
31,13883,0.6008156538009644
31,3143,0.6007107496261597
30,8143,0.6007043719291687
31,108,0.6006498336791992
31,11337,0.60061115026474
31,9615,0.600413978099823
31,7535,0.6003944277763367
31,9117,0.600350022315979
31,1405,0.6002630591392517
31,4293,0.600135087966919
30,7779,0.5999870300292969
31,8679,0.5997186899185181
30,6555,0.599677324295044
31,7987,0.5996291041374207
31,7224,0.5996248126029968
31,7794,0.5995439887046814
31,9606,0.5995015501976013
31,6772,0.5994320511817932
31,3396,0.5994272828102112
31,7482,0.5993688702583313
30,9109,0.5992110371589661
31,5166,0.5990553498268127
31,9673,0.5990490317344666
31,13084,0.5988144874572754
31,2386,0.5987331867218018
31,5936,0.5987160205841064
31,2040,0.5985223650932312
31,581,0.5979602336883545
31,13593,0.5979034304618835
30,3236,0.597650945186615
31,11883,0.5975694060325623
31,4007,0.5972869396209717
30,6336,0.5971193909645081
30,8903,0.5968546867370605
31,5122,0.5965406894683838
30,8725,0.5963650345802307
31,6511,0.596364438533783
31,6412,0.596257746219635
31,3130,0.5962123274803162
30,12132,0.5958904027938843
31,3635,0.5957555174827576
31,4575,0.5956838130950928
31,4164,0.5956834554672241
31,5074,0.5952742695808411
31,1158,0.5951733589172363
31,6430,0.5949801206588745
31,10401,0.5947940945625305
31,10584,0.5947169065475464
31,13834,0.5945888757705688
31,7635,0.5944098234176636
31,1904,0.5943803787231445
30,12287,0.5943471193313599
31,887,0.5942238569259644
31,6891,0.5941088199615479
29,8529,0.5938867330551147
31,1220,0.5938087701797485
31,10541,0.5934146642684937
31,13241,0.5932554602622986
30,11752,0.5931712985038757
31,7076,0.593113362789154
31,13304,0.5930445194244385
31,6406,0.5928926467895508
31,5724,0.5926741361618042
31,6397,0.5925712585449219
31,11482,0.5925464034080505
29,8605,0.5925132036209106
30,7904,0.5923964381217957
31,13654,0.5920872688293457
31,12832,0.5920702219009399
29,6864,0.5919606685638428
30,13174,0.5919129848480225
30,3109,0.5917884707450867
31,10395,0.5916369557380676
25,5183,0.5913805961608887
26,5677,0.5913677215576172
31,6256,0.5912811756134033
31,2525,0.590659499168396
31,1462,0.5906273722648621
31,13456,0.5904633402824402
31,11518,0.5904123783111572
31,2706,0.589899480342865
31,9586,0.5897189378738403
31,4225,0.5896597504615784
31,14075,0.5896098613739014
31,11248,0.5895527601242065
31,9604,0.589364767074585
31,2865,0.5893138647079468
31,6398,0.5890430212020874
31,2495,0.5890389680862427
31,11255,0.5890281796455383
31,1520,0.5890085101127625
30,8183,0.5888844728469849
30,5860,0.5881521105766296
31,8600,0.5879205465316772
30,13306,0.5878286957740784
31,915,0.5878207087516785
31,12087,0.5876304507255554
31,11550,0.5874134302139282
31,2807,0.5873390436172485
30,320,0.5871272087097168
31,5616,0.5870840549468994
31,6224,0.5869771838188171
29,5983,0.5869497656822205
30,12570,0.5869277119636536
31,7662,0.5867071151733398
31,3321,0.5866724252700806
31,8094,0.586643636226654
31,10922,0.5865485668182373
30,5814,0.5865378379821777
30,11320,0.5865029096603394
31,13950,0.5864702463150024
31,6218,0.5863204598426819
31,6651,0.5860198140144348
31,8086,0.585902750492096
31,8788,0.58586186170578
31,21,0.585803747177124
31,10556,0.5856786370277405
31,7965,0.5856247544288635
30,11510,0.5854985117912292
29,1749,0.5853864550590515
29,13616,0.5851723551750183
31,10915,0.5851323008537292
31,9529,0.5849704742431641
30,1253,0.5848261713981628
29,10119,0.5846976637840271
29,13687,0.5842859148979187
31,12517,0.584180474281311
31,2604,0.5841271877288818
31,1607,0.5840836763381958
29,14011,0.5840407609939575
31,10586,0.5840091705322266
31,13664,0.5839465260505676
31,13248,0.5837670564651489
31,4738,0.583733081817627
31,13034,0.5836963057518005
30,6196,0.5836577415466309
31,13112,0.5834384560585022
31,11731,0.5832876563072205
30,1773,0.5829024314880371
31,10928,0.5828951001167297
31,7892,0.5828461647033691
31,13438,0.582719087600708
31,11688,0.5826336145401001
31,1691,0.5825839638710022
31,14179,0.5824987292289734
31,7777,0.5824713110923767
31,3633,0.582391619682312
31,13015,0.5823572278022766
30,9220,0.5823150873184204
31,5204,0.5822470784187317
30,6079,0.5822171568870544
31,12134,0.5820124745368958
31,607,0.5819613337516785
30,2684,0.5818560123443604
31,9882,0.58182692527771
31,7083,0.5817774534225464
31,8421,0.5815309882164001
31,13826,0.5815052390098572
31,3273,0.5813630819320679
31,7504,0.5813251733779907
31,8296,0.58127361536026
30,11369,0.5812236070632935
30,8737,0.5812135934829712
31,6013,0.5811448693275452
31,6698,0.5808011293411255
31,1286,0.5807482600212097
29,10770,0.5804225206375122
29,750,0.5803849101066589
30,8082,0.5803636908531189
31,10720,0.5803636312484741
31,13369,0.5802599191665649
31,3079,0.580181896686554
31,1685,0.5801123380661011
30,9701,0.5793325901031494
31,10238,0.5793125629425049
31,2602,0.5792858600616455
31,13176,0.57924485206604
31,5769,0.5791841149330139
30,2767,0.5789347887039185
31,3238,0.5786625146865845
30,3654,0.5783275961875916
31,4587,0.5781489014625549
31,7959,0.5780957341194153
31,3435,0.578032374382019
31,693,0.5775585770606995
31,12110,0.5774505138397217
31,9981,0.5770933628082275
31,9421,0.5768089294433594
30,1053,0.5767998695373535
31,11652,0.5765863656997681
31,9219,0.5764106512069702
31,11266,0.5759495496749878
29,11100,0.5758376121520996
31,10912,0.575727105140686
31,9126,0.5746845006942749
31,11971,0.5745066404342651
31,10505,0.5744873285293579
31,200,0.5744548439979553
31,4396,0.574454665184021
30,13670,0.5742772221565247
31,2611,0.5742009282112122
31,382,0.5738601684570312
30,3397,0.5738058090209961
31,2928,0.5737692713737488
31,10105,0.5737208127975464
30,4893,0.5733110904693604
31,1545,0.5732425451278687
31,5124,0.5731892585754395
31,12192,0.5731629729270935
30,858,0.5729900002479553
31,11202,0.5728065967559814
31,12652,0.5727114677429199
31,8095,0.5725885033607483
31,516,0.5725476741790771
31,5771,0.5725122690200806
31,2117,0.5722658038139343
30,10768,0.572136640548706
30,682,0.572009265422821
31,10741,0.5718193054199219
30,7673,0.5712758302688599
31,3997,0.5712757110595703
31,2526,0.5711163282394409
31,2248,0.5710722804069519
31,14091,0.570979654788971
31,13097,0.5709123015403748
31,2018,0.5709071755409241
31,5254,0.5707533955574036
31,2051,0.5706506967544556
31,10123,0.5705975294113159
29,7348,0.5703619718551636
31,5908,0.5702798366546631
31,1544,0.5702304840087891
31,13183,0.5697801113128662
31,13266,0.5696032047271729
31,5813,0.5695473551750183
30,13258,0.56951904296875
31,4951,0.5694187879562378
29,4990,0.5693777203559875
31,2820,0.5693636536598206
30,12408,0.5693636536598206
29,1875,0.5693064332008362
30,7969,0.569238543510437
30,301,0.5691884160041809
31,3985,0.5689989924430847
27,2911,0.5687850117683411
31,4542,0.5687423944473267
30,8386,0.5685379505157471
31,1534,0.5683392286300659
31,7940,0.5682296752929688
31,4892,0.5680291652679443
30,7434,0.56800377368927
31,5334,0.5677893757820129
31,14293,0.5677770972251892
31,1986,0.5674794912338257
31,3543,0.5674524307250977
31,9085,0.5672748684883118
31,3917,0.5671435594558716
31,2139,0.5671177506446838
29,1381,0.566940188407898
31,9654,0.5668787956237793
30,7419,0.5668373107910156
31,1409,0.5667824745178223
29,7396,0.5667523145675659
31,9396,0.5665093064308167
31,2866,0.5662714242935181
31,7954,0.5661178231239319
31,8015,0.566044807434082
28,3062,0.5656547546386719
31,13422,0.5656188726425171
29,12134,0.565513014793396
31,9880,0.565168559551239
29,2913,0.5649969577789307
31,11286,0.5646000504493713
30,3081,0.5645493865013123
31,11626,0.5645309686660767
31,11071,0.5644366145133972
31,5774,0.564320981502533
31,9845,0.5641114115715027
31,5837,0.5640506744384766
31,10783,0.5639261603355408
30,8777,0.5636397004127502
20,152,0.5636391639709473
31,12081,0.5632971525192261
31,7762,0.5632936954498291
31,7978,0.5632669925689697
31,1920,0.5629159808158875
31,11304,0.5628728270530701
31,5691,0.5628582239151001
31,4625,0.5627632141113281
31,8626,0.5627091526985168
30,1426,0.5626487135887146
31,4589,0.5626164078712463
31,8267,0.5624635219573975
30,10139,0.5624077320098877
30,12582,0.5622735023498535
31,7626,0.5621483325958252
31,3874,0.5620964169502258
31,6423,0.5616968274116516
31,5062,0.5616948008537292
31,5171,0.5616742968559265
31,8123,0.5614387392997742
31,4693,0.5614337921142578
31,8276,0.5614074468612671
31,1425,0.5611978769302368
29,12476,0.5611210465431213
30,7606,0.5608087778091431
31,2974,0.5607765316963196
31,10508,0.5606757998466492
31,4246,0.5606258511543274
30,9702,0.5605236291885376
